artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood,lyrics
Demi Lovato,Tell Me You Love Me (Deluxe),Sorry Not Sorry,7gvd8xj4QgPqbQSsn5pV7d,0.705,0.64,11,-6.928,0.225,0.0237,0.0,0.262,0.887,144.077,203760,4,Angry,"{'title': 'Demi Lovato – Sorry Not Sorry Lyrics', 'lyrics': ""[Intro]\nPayback is a bad bitch\nAnd baby, I'm the baddest\n(I'm the baddest, I'm the baddest...)\nGo\n\n[Verse 1]\nNow, I'm out here lookin' like revenge\nFeelin' like a ten, the best I've ever been\nAnd, yeah, I know how bad it must hurt to see me like this\nBut it gets worse (Wait a minute)\nNow, you're out here lookin' like regret, ain't too proud to beg\nSecond chance, you'll never get\nAnd, yeah, I know how bad it must hurt to see me like this\nBut it gets worse (Wait a minute)\n\n[Pre-Chorus]\nNow, payback is a bad bitch\nAnd baby, I'm the baddest\nYou fuckin' with a savage\nCan't have this, can't have this (Ah)\nAnd it'd be nice of me to take it easy on ya, but nah\n\n[Chorus]\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nBein' so bad got me feelin' so good\nShowin' you up like I knew that I would\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nFeelin' inspired 'cause the tables have turned\nYeah, I'm on fire and I know that it burns\n\n[Verse 2]\nBaby, fineness is the way to kill\nTell me how it feel, bet it's such a bitter pill\nAnd yeah I know, you thought you had bigger, better things\nBet right now this stings (Wait a minute)\n'Cause the grass is greener under me\nBright as Technicolor, I can tell that you can see\nAnd yeah, I know how bad it must hurt to see me like this\nBut it gets worse (Wait a minute)\n\n[Pre-Chorus]\nNow, payback is a bad bitch\nAnd baby, I'm the baddest\nYou fuckin' with a savage\nCan't have this, can't have this (Ah)\nAnd it'd be nice of me to take it easy on ya, but nah\n\n[Chorus]\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nBein' so bad got me feelin' so good\nShowin' you up like I knew that I would\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nFeelin' inspired 'cause the tables have turned\nYeah, I'm on fire and I know that it burns\n\n[Bridge]\nTalk that talk, baby\nBetter walk, better walk that walk, baby\nIf you talk, if you talk that talk, baby\nBetter walk, better walk that walk, baby\nOh, yeah, talk that talk, baby\nBetter walk, better walk, that walk, baby\nIf you talk, if you talk that talk, baby\nBetter walk, better walk that walk, baby (Oh, yeah)\n\n[Chorus]\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nBein' so bad got me feelin' so good\nShowin' you up like I knew that I would\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nFeelin' inspired 'cause the tables have turned (Have turned)\nYeah, I'm on fire and I know that it burns\n(Sorry, sorry, not sorry, not sorry)\n\n[Outro]\nPayback is a bad bitch\nAnd baby, I'm the baddest\nI'm the baddest, I'm the baddest""}"
Dua Lipa,Break My Heart,Break My Heart,6ftrW1qJ3TPKk1W0A0qMwO,0.73,0.694,4,-4.47,0.0891,0.167,1.05e-06,0.331,0.496,113.011,221820,4,Angry,"{'title': 'Dua Lipa – Break My Heart Lyrics', 'lyrics': '[Verse 1]\nI\'ve always been the one to say the first goodbye\nHad to love and lose a\u2005hundred\u2005million times\nHad to\u2005get it wrong to know just\u2005what I like\nNow I\'m falling\nYou say my name like I have never heard before\nI\'m indecisive, but, this time, I know for sure\nI hope I\'m not the only one that feels it all\nAre you falling?\n\n[Pre-Chorus]\nCentre of attention\nYou know you can get whatever you want from me\nWhenever you want it, baby\nIt\'s you in my reflection\nI\'m afraid of all the things it could do to me\nIf I would\'ve known it, baby\n\n[Chorus]\nI would\'ve stayed at home\n\'Cause I was doing better alone\nBut when you said, ""Hello""\nI knew that was the end of it all\nI should\'ve stayed at home\n\'Cause now there ain\'t no letting you go\nAm I falling in love with the one that could break my heart?\nOh no, I was doing better alone\nBut when you said, ""Hello""\nI knew that was the end of it all\nI should\'ve stayed at home\n\'Cause now there ain\'t no letting you go\nAm I falling in love with the one that could break my heart?\n\n[Verse 2]\nI wonder, when you go, if I stay on your mind\nTwo can play that game, but you win me every time\nEveryone before you was a waste of time\nYeah, you got me\n\n[Pre-Chorus]\nCentre of attention\nYou know you can get whatever you want from me\nWhenever you want it, baby\nIt\'s you in my reflection\nI\'m afraid of all the things it could do to me\nIf I would\'ve known it, baby\n\n[Chorus]\nI would\'ve stayed at home\n\'Cause I was doing better alone\nBut when you said, ""Hello""\nI knew that was the end of it all\nI should\'ve stayed at home (I would\'ve stayed at home \'cause I–)\n\'Cause now there ain\'t no letting you go\nAm I falling in love with the one that could break my heart?\nOh no, I was doing better alone\nBut when you said, ""Hello""\nI knew that was the end of it all\nI should\'ve stayed at home\n\'Cause now there ain\'t no letting you go\nAm I falling in love with the one that could break my heart?\n\n[Bridge]\nOoh, break my heart\nOoh, break my heart\nOoh\nAm I falling in love with the one that could break my heart?\n\n[Chorus]\nI would\'ve stayed at home\n\'Cause I was doing better alone\nBut when you said, ""Hello""\nI knew that was the end of it all\nI should\'ve stayed at home (I would\'ve stayed at home \'cause I–)\n\'Cause now there ain\'t no letting you go\nAm I falling in love with the one that could break my heart?\nOh no (Oh no), I was doing better alone\nBut when you said, ""Hello""\nI knew that was the end of it all\nI should\'ve stayed at home\n\'Cause now there ain\'t no letting you go\nAm I falling in love with the one that could break my heart?'}"
Bea Miller,it's not u it's me,it's not u it's me,7cLm450e9XaPrEZTSTsfwU,0.776,0.568,0,-6.419,0.125,0.0204,1.69e-05,0.078,0.749,150.901,194526,4,Angry,"{'title': ""Bea Miller & 6LACK – \u200b\u200bit's not u it's me Lyrics"", 'lyrics': ""[Verse 1: Bea Miller]\nI did anything you wanted, that's me\nGave you everything you wanted\nBut I started feeling haunted, by me\n'Cause it wasn't what I wanted\n\n[Pre-Chorus 1: Bea Miller]\nAnd you were trying so hard with your pictures to look richer\nThat's not what I want to do\nYour distractions were exactly what I needed\nNow I see the truth\n\n[Chorus: Bea Miller]\nIt's not you, it's me (It's me)\nI'm the only one I need (Ooh-ooh)\nIt's not you, baby (Baby)\n'Cause I'm leaving you for me (Ooh-ooh)\nI don't want you blaming yourself\nIt's bad for your health\n'Cause honestly (Ooh)\nIt's not you, it's me (It's me)\nI'm the only one I need (Ooh-ooh)\n\n[Verse 2: Bea Miller]\nI'm sure someone's gonna love you, not me\nAnd love all the things that you do\nTook a minute but it hit me finally\nThat I'm not the person for you\n\n[Pre-Chorus 2: Bea Miller]\nAnd I wanna lay under the stars\nAnd hear the ocean while I'm talking bullshit\nHigh with the people that are real\nDon't make me feel like an idiot\n\n[Chorus: Bea Miller]\nIt's not you, it's me (It's me)\nI'm the only one I need (Ooh-ooh)\nIt's not you, baby (Baby)\n'Cause I'm leaving you for me (Ooh-ooh)\nI don't want you blaming yourself\nIt's bad for your health\n'Cause honestly (Ooh)\nIt's not you, it's me (It's me)\nI'm the only one I need (Haha, ooh-ooh)\n\n[Bridge: Bea Miller]\nI'm the only one, I'm the, I'm the only one\nI'm the only one, it's me\nI'm the only one, I'm the, I'm the only one\nI'm the only one, it's me\n\n[Verse 3: 6LACK]\nWho you gon' call when it all fall down?\nI just get a little lost, now I'm all found\nMissed call now (Brrrr), block 'em all now (Woo)\nI was told on, but I'm all on now\nBig cap, why lie?\nYou are not the one I wanted, yeah\n(You are not the one I wanted)\nAnd I started feeling haunted by me (Ooh)\n'Cause I know now what I wanted is\nPeace of mind\nIt's not you, I figured I'm done wasting time\nIt'll be fine, self-love ain't selfish\nMy love reigns supreme, you felt it, yeah\n\n[Chorus: Bea Miller]\nIt's not you, it's me (It's me)\nI'm the only one I need (Ooh-ooh)\nIt's not you, baby (Baby)\n'Cause I'm leaving you for me (Ooh-ooh)\n(I'm the only one, I'm the, I'm the only one)\nI don't want you blaming yourself\nIt's bad for your health\n(I'm the only one, it's me)\n'Cause honestly (Ooh)\n(I'm the only one, I'm the, I'm the only one)\nIt's not you, it's me (It's me)\n(I'm the only one, it's me)\nI'm the only one I need""}"
Kelly Clarkson,Breakaway,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,188960,4,Angry,"{'title': 'Kelly Clarkson – Since U Been Gone Lyrics', 'lyrics': '[Verse 1]\nHere\'s the thing, we started out friends\nIt was cool, but it was all pretend\nYeah, yeah, since you been gone\nYou dedicated, you took the time\nWasn\'t long till I called you mine\nYeah, yeah, since you been gone\n\n[Pre-Chorus 1]\nAnd all you\'d ever hear me say\nIs how I pictured me with you\nThat\'s all you\'d ever hear me say\n\n[Chorus]\nBut since you been gone\nI can breathe for the first time\nI\'m so moving on, yeah, yeah\nThanks to you, now I get what I want\nSince you been gone\n\n[Verse 2]\nHow can I put it? You put me on\nI even fell for that stupid love song\nYeah, yeah, since you been gone\n\n[Pre-Chorus 2]\nHow come I\'d never hear you say\n""I just wanna be with you"" (Be with you)\nI guess you never felt that way\n[Chorus]\nBut since you been gone\nI can breathe for the first time\nI\'m so moving on, yeah, yeah\nThanks to you, now I get, I get what I want\nSince you been gone\n\n[Bridge]\nYou had your chance, you blew it\nOut of sight, out of mind\nShut your mouth, I just can\'t take it\nAgain and again and again and again\n\n[Chorus 2]\nSince you been gone (Since you been gone)\nI can breathe for the first time\nI\'m so moving on, yeah, yeah\nThanks to you (Thanks to you)\nNow I get, I get what I want\nI can breathe for the first time\nI\'m so moving on, yeah, yeah\nThanks to you (Thanks to you)\nNow I get (I get)\nYou should know (You should know)\nThat I get, I get what I want\n[Outro]\nSince you been gone\nSince you been gone\nSince you been gone'}"
Meghan Trainor,NO,NO,0NmeI6UpRE27dxxgosD5n9,0.742,0.809,1,-3.591,0.176,0.0116,2.77e-06,0.726,0.632,93.95,213524,4,Angry,"{'title': 'Meghan Trainor – No Lyrics', 'lyrics': ""[Intro]\nI think it's so cute and I think it's so sweet\nHow you let your friends encourage you to try and talk to me\nBut let me stop you there, oh, before you speak\n\n[Chorus]\nNah to the ah to the no, no, no\nMy name is no, my sign is no, my number is no, uh\nYou need to let it go, uh\nYou need to let it go, uh\nNeed to let it go, uh\nNah to the ah to the, no, no, no\nMy name is no, my sign is no, my number is no\nYou need to let it go, uh\nYou need to let it go, uh\nNeed to let it go, uh\nNah to the ah to the no, no, no\n\n[Verse 1]\nFirst you gonna say you ain't runnin' game\nThinkin' I'm believing every word\nCall me beautiful, so original\nTelling me I'm not like other girls\nI was in my zone before you came along\nNow I'm thinking maybe you should go\nBlah, blah, blah\nI be like nah to the ah to the no, no, no\n[Pre-Chorus]\nAll my ladies, listen up\nIf that boy ain't giving up\nLick your lips and swing your hips\nGirl, all you gotta say is\n\n[Chorus]\nMy name is no, my sign is no, my number is no, uh\nYou need to let it go, uh\nYou need to let it go, uh\nNeed to let it go, uh\nNah to the ah to the no, no, no\nMy name is no, my sign is no, my number is no\nYou need to let it go\nYou need to let it go\nNeed to let it go\nNah to the ah to the no, no, no\n\n[Verse 2]\nThank you in advance, I don't wanna dance (Nope)\nI don't need your hands all over me (No, no)\nIf I want a man, then I'ma get a man\nBut it's never my priority (Hey)\nI was in my zone, before you came along\nDon't want you to take this personal\nBlah, blah, blah\nI be like nah to the ah to the no, no, no\n[Pre-Chorus]\nAll my ladies, listen up (All my ladies)\nIf that boy ain't giving up (Ain’t giving’ up)\nLick your lips and swing your hips (Hey, hey, let's go!)\nGirl, all you gotta say is (Ooh)\n\n[Chorus]\nMy name is no, my sign is no, my number is no, uh\nYou need to let it go, uh\nYou need to let it go, uh\nNeed to let it go, uh\nNah to the ah to the no, no, no\nMy name is no, my sign is no, my number is no\nYou need to let it go\nYou need to let it go\nNeed to let it go\nNah to the ah to the no, no, no\n\n[Bridge]\nI'm feeling\nUntouchable, untouchable, uh\nI'm feeling\nUntouchable, untouchable\nI'm feeling\nUntouchable, untouchable\nI'm feeling\nHey, hey, hey\n(Nah to the ah to the no, no, no)\nSing it\nUntouchable, untouchable (I'm feeling)\nI'm feeling\nUntouchable, untouchable (Untouchable)\nI'm feeling\nUntouchable, untouchable\nI'm feeling\n(Nah to the ah to the no, no, no)\n[Pre-Chorus]\nAll my ladies, listen up (Say, all my ladies)\nIf that boy ain't giving up (Ain't giving up)\nLick your lips and swing your hips (No, no)\nGirl all you gotta say is (No, no)\n\n[Chorus]\nMy name is no, my sign is no, my number is no\nYou need to let it go, you need to let it go\nNeed to let it go\nNah to the ah to the no, no, no\nMy name is no, my sign is no, my number is no\nYou need to let it go, you need to let it go\nNeed to let it go\nNah to the ah to the no, no, no\n\n[Outro]\nI'm feeling\nUntouchable, untouchable\nI'm feeling\nUntouchable, untouchable\nI'm feeling\nUntouchable, untouchable\nI'm feeling\nNah to the ah to the no, no, no\n\n[Produced by Ricky Reed]""}"
Various Artists,Suicide Squad: The Album,Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,0.439,0.447,10,-8.318,0.0436,0.111,0.0,0.303,0.11,121.48,177029,4,Angry,"{'title': ""Various Artists – Gangsta's Paradise Lyrics"", 'lyrics': '[Instrumental]'}"
JoJo,Mad Love. (Deluxe),Fuck Apologies. (feat. Wiz Khalifa),7AVF7kutqdQyamkw6q4d7x,0.522,0.577,0,-6.782,0.309,0.0234,0.0,0.15,0.386,191.662,195413,3,Angry,"{'title': 'JoJo – Fuck Apologies. Lyrics', 'lyrics': ""[Intro: Wiz Khalifa]\nI ain't apologizing for shit\nI do what I want, and JoJo does too, uh\n\n[Verse 1: JoJo]\nSaw it in your eyes when you said goodbye\nYou didn't even try, so this time I don't care\n\n[Pre-Chorus 1: JoJo]\nAnd honestly I was just about to pick up the phone\nAnd then I realized that I didn't do nothing wrong\nYou would even tell two lies to prove that you were right\nUsually I'd go on and take the blame but not this time, not this time\n\n[Chorus: JoJo]\nWhat you want from me?\nI would say I'm sorry if I really meant it\nFuck apologies\nI would say I'm sorry if I really meant it\nI'm not perfect, I got pride\nThat's not what it is this time\nSo fuck apologies\nI would say I'm sorry if I really meant it\nIf I, if I, if I really meant it\n\n[Verse 2: JoJo]\nI can't help that you, feel the way you do\nTry not to get confused cause this time I don't care\n\n[Pre-Chorus 2: JoJo]\nAnd honestly I was just about to pick up the phone\nAnd then I realized that I didn't do nothing wrong\nDidn't do nothing wrong, ayy\n\n[Chorus: JoJo]\nWhat you want from me?\nI would say I'm sorry if I really meant it\nFuck apologies\nI would say I'm sorry if I really meant it\nI'm not perfect, I got pride\nThat's not what it is this time\nSo fuck apologies\nI would say I'm sorry if I really meant it\nIf I, if I, if I really meant it\n\n[Verse 3: Wiz Khalifa]\nOkay, uh, no apologizing\nAin't no way to take the things you did back or disguise it\nAlways wonder what I'm doing but that's TMI\nDon't know what you got until it's gone, now you realize it\nWhen I wasn't playing smart now I'm being wise\nFinally I'm moving on and I don't need your lies\nAnd it wasn't even tough cause I can see the signs\nNow you're stuck, call an Uber up if you need a ride\n\n[Chorus: JoJo]\nWhat you want from me?\nI would say I'm sorry if I really meant it\n(I don't mean it baby)\nFuck apologies\nI would say I'm sorry if I really meant it\n(I know)\nI'm not perfect, I got pride\nThat's not what it is this time\nSo fuck apologies\nI would say I'm sorry if I really meant it\nWhat you want from me?\n(I'm not sorry)\nI would say I'm sorry if I really meant it\nFuck apologies\n(Not saying it)\nI'm not perfect, I got pride\nThat's not what it is this time\nSo fuck apologies\nI would say I'm sorry if I really meant it\nI would have said sorry a long time ago...\nIf I, if I, if I really meant it\n\n[Outro: JoJo]\nIf I, if I, if I really meant it""}"
Oceans Ahead,2 Good,2 Good,0V45nGnVyrEjB6ixCndY4O,0.574,0.446,2,-5.884,0.117,0.653,0.0,0.438,0.355,106.038,163714,4,Angry,"{'title': 'The Ocean Party – Head Down Lyrics', 'lyrics': ""[Verse 1]\nYou keep your thoughts\nYou keep your thoughts to yourself\nYou keep your head down\nYou keep a close eye on your health\nAnd all that matters\nIs that you did not go insane\nYou keep your head down\nAnd you never try to play the game\n\n[Verse 2]\nYou know the reasons\nThat you're doin' this to yourself\nAt least you're better\nYou might not end up all too well\nYou got a problem\nYou've gotta sort it out somehow\nOr else you're slippin'\nAnd you fall and no one hears a sound\n\n[Chorus]\nDon't prove me wrong, I like to think I'm right\nMight regret it one day, that would be tonight\n\n[Verse 3]\nThere is no future\nAnd if you listen to someone's advice\nYou change direction\nOr else you'd end up in a fight\nIt doesn't seem right\nEverybody wants to be the judge\nBlock out the voices\nThey'll be here in on to the night\n[Chorus]\nDon't prove me wrong, I like to think I'm right\nMight regret it one day, that would be tonight""}"
Lily Allen,"It's Not Me, It's You",Fuck You,6ylAVPbjRQoNY0khgh63Jf,0.775,0.904,1,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,4,Angry,"{'title': 'Lily Allen – Fuck You Lyrics', 'lyrics': ""[Verse 1]\nLook inside, look inside your tiny mind\nThen look a bit harder\n'Cause we're so uninspired, so sick and tired\nOf all the hatred you harbour\nSo you say it's not okay to be gay\nWell, I think you're just evil\nYou're just some racist who can't tie my laces\nYour point of view is medieval\n\n[Chorus]\nFuck you (Fuck you), fuck you very, very much\n'Cause we hate what you do\nAnd we hate your whole crew\nSo please, don't stay in touch (Da-da-da-da-da-da-da)\nFuck you (Fuck you), fuck you very, very much\n'Cause your words don't translate\nAnd it's getting quite late\nSo please, don't stay in touch\n\n[Verse 2]\nDo you get, do you get a little kick out of being small minded?\nYou want to be like your father, it's approval you're after\nWell, that's not how you find it\nDo you, do you really enjoy living a life that's so hateful?\n'Cause there's a hole where your soul should be\nYou're losing control of it\nAnd it's really distasteful\n[Chorus]\nFuck you (Fuck you), fuck you very, very much\n'Cause we hate what you do\nAnd we hate your whole crew\nSo please, don't stay in touch (Da-da-da-da-da-da-da)\nFuck you (Fuck you), fuck you very, very much\n'Cause your words don't translate\nAnd it's getting quite late\nSo please, don't stay in touch\n\n[Bridge]\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\nFuck you\n\n[Verse 3]\nYou say you think we need to go to war\nWell, you're already in one\n'Cause it's people like you that need to get slew\nNo one wants your opinion\n\n[Chorus]\nFuck you (Fuck you), fuck you very, very much\n'Cause we hate what you do\nAnd we hate your whole crew\nSo please, don't stay in touch (Da-da-da-da-da-da-da)\nFuck you (Fuck you), fuck you very, very much\n'Cause your words don't translate\nAnd it's getting quite late\nSo please, don't stay in touch\n[Outro]\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\n(Da-da-da-da-da-da-da)\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you""}"
Ariana Grande,"thank u, next","thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4,Angry,"{'title': 'Ariana Grande – \u200bthank u, next Lyrics', 'lyrics': '[Verse 1]\nThought I\'d end up with Sean\nBut he wasn\'t a match\nWrote some songs about Ricky\nNow I listen and laugh\nEven almost got married\nAnd for Pete, I\'m so thankful\nWish I could say, ""Thank you"" to Malcolm\n\'Cause he was an angel\n\n[Pre-Chorus]\nOne taught me love\nOne taught me patience\nAnd one taught me pain\nNow, I\'m so amazing\nSay I\'ve loved and I\'ve lost\nBut that\'s not what I see\nSo, look what I got\nLook what you taught me\nAnd for that, I say\n\n[Chorus]\nThank you, next (Next)\nThank you, next (Next)\nThank you, next\nI\'m so fuckin\' grateful for my ex\nThank you, next (Next)\nThank you, next (Next)\nThank you, next (Next)\nI\'m so fuckin\'—\n\n[Verse 2]\nSpend more time with my friends\nI ain\'t worried \'bout nothin\'\nPlus, I met someone else\nWe havin\' better discussions\nI know they say I move on too fast\nBut this one gon\' last\n\'Cause her name is Ari\nAnd I\'m so good with that (So good with that)\n\n[Pre-Chorus]\nShe taught me love (Love)\nShe taught me patience (Patience)\nHow she handles pain (Pain)\nThat shit\'s amazing (Yeah, she\'s amazing)\nI\'ve loved and I\'ve lost (Yeah, yeah)\nBut that\'s not what I see (Yeah, yeah)\n\'Cause look what I\'ve found (Yeah, yeah, I\'ve found)\nAin\'t no need for searching, and for that, I say\n\n[Chorus]\nThank you, next (Thank you, next)\nThank you, next (Thank you, next)\nThank you, next (Thank you)\nI\'m so fuckin\' grateful for my ex\nThank you, next (Thank you, next)\nThank you, next (Said thank you, next)\nThank you, next (Next)\nI\'m so fuckin\' grateful for my ex\n\n[Post-Chorus]\nThank you, next\nThank you, next\nThank you, next\nI\'m so fuckin\'—\n\n[Bridge]\nOne day I\'ll walk down the aisle\nHolding hands with my mama\nI\'ll be thanking my dad\n\'Cause she grew from the drama\nOnly wanna do it once, real bad\nGon\' make that shit last\nGod forbid something happens\nLeast this song is a smash (Song is a smash)\n\n[Pre-Chorus]\nI\'ve got so much love (Love)\nGot so much patience (Patience)\nAnd I\'ve learned from the pain (Pain)\nI turned out amazing (Turned out amazing)\nSay I\'ve loved and I\'ve lost (Yeah, yeah)\nBut that\'s not what I see (Yeah, yeah)\n\'Cause look what I\'ve found (Yeah, yeah)\nAin\'t no need for searching\nAnd for that, I say\n\n[Chorus]\nThank you, next (Thank you, next)\nThank you, next (Thank you, next)\nThank you, next\nI\'m so fuckin\' grateful for my ex\nThank you, next (Thank you, next)\nThank you, next (Said thank you, next)\nThank you, next (Next)\nI\'m so fuckin\' grateful for my ex\n\n[Post-Chorus]\nThank you, next\nThank you, next\nThank you, next\nYeah, yee\nThank you, next\nThank you, next\nThank you, next\nYeah, yee'}"
