artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood,lyrics
Lily Allen,"It's Not Me, It's You (Special Edition)",Fuck You,4XE98WRGbBGRZ7jQ9wIwFt,0.775,0.904,1,-4.08,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,4,Angry,"{'title': 'Lily Allen – Fuck You Lyrics', 'lyrics': ""[Verse 1]\nLook inside, look inside your tiny mind\nThen look a bit harder\n'Cause we're so uninspired, so sick and tired\nOf all the hatred you harbour\nSo you say it's not okay to be gay\nWell, I think you're just evil\nYou're just some racist who can't tie my laces\nYour point of view is medieval\n\n[Chorus]\nFuck you (Fuck you), fuck you very, very much\n'Cause we hate what you do\nAnd we hate your whole crew\nSo please, don't stay in touch (Da-da-da-da-da-da-da)\nFuck you (Fuck you), fuck you very, very much\n'Cause your words don't translate\nAnd it's getting quite late\nSo please, don't stay in touch\n\n[Verse 2]\nDo you get, do you get a little kick out of being small minded?\nYou want to be like your father, it's approval you're after\nWell, that's not how you find it\nDo you, do you really enjoy living a life that's so hateful?\n'Cause there's a hole where your soul should be\nYou're losing control of it\nAnd it's really distasteful\n\n[Chorus]\nFuck you (Fuck you), fuck you very, very much\n'Cause we hate what you do\nAnd we hate your whole crew\nSo please, don't stay in touch (Da-da-da-da-da-da-da)\nFuck you (Fuck you), fuck you very, very much\n'Cause your words don't translate\nAnd it's getting quite late\nSo please, don't stay in touch\n\n[Bridge]\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\nFuck you\n\n[Verse 3]\nYou say you think we need to go to war\nWell, you're already in one\n'Cause it's people like you that need to get slew\nNo one wants your opinion\n\n[Chorus]\nFuck you (Fuck you), fuck you very, very much\n'Cause we hate what you do\nAnd we hate your whole crew\nSo please, don't stay in touch (Da-da-da-da-da-da-da)\nFuck you (Fuck you), fuck you very, very much\n'Cause your words don't translate\nAnd it's getting quite late\nSo please, don't stay in touch\n\n[Outro]\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\n(Da-da-da-da-da-da-da)\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you\nFuck you, fuck you, fuck you""}"
P!nk,Funhouse (Expanded Edition),So What,0JiY190vktuhSGN6aqJdrt,0.534,0.87,11,-3.078,0.0425,0.000334,0.0,0.241,0.462,126.019,215160,4,Angry,"{'title': 'P!nk – So What Lyrics', 'lyrics': ""[Intro]\nNa na na na na na na, na na na na na na\nNa na na na na na na, na na na na na na\n\n[Verse 1]\nI guess I just lost my husband, I don't know where he went\nSo I'm gonna drink my money, I'm not gonna pay his rent (Nope!)\nI got a brand new attitude and I'm gonna wear it tonight\nI wanna get in trouble, I wanna start a fight\nNa na na na na na na, I wanna start a fight\nNa na na na na na na, I wanna start a fight\n\n[Chorus]\nSo, so what? I'm still a rockstar\nI got my rock moves and I don't need you\nAnd guess what? I'm havin' more fun\nAnd now that we're done\nI'm gonna show you tonight\nI'm alright\nI'm just fine and you're a tool\nSo, so what? I am a rockstar\nI got my rock moves and I don't want you tonight\n\n[Verse 2]\n(Uh, check my flow, uh)\nThe waiter just took my table\nAnd gave it to Jessica Simps (Shit!)\nI guess I'll go sit with drum boy\nAt least he'll know how to hit (Oops!)\nWhat if this song's on the radio?\nThen somebody's gonna die\nI'm gonna get in trouble\nMy ex will start a fight\nNa na na na na na na, he's gonna start a fight (Huh!)\nNa na na na na na na, we're all gonna get in a fight!\n[Chorus]\nSo, so what? I'm still a rockstar\nI got my rock moves and I don't need you\nAnd guess what? I'm havin' more fun\nAnd now that we're done\nI'm gonna show you tonight\nI'm alright (I'm alright)\nI'm just fine and you're a tool\nSo, so what? I am a rockstar\nI got my rock moves and I don't want you tonight\n\n[Bridge]\nYou weren't there, you never were\nYou want it all, but that's not fair\nI gave you life, I gave my all\nYou weren't there, you let me fall\n\n[Chorus]\nSo, so what? I'm still a rockstar\nI got my rock moves and I don't need you\nAnd guess what? I'm havin' more fun\nAnd now that we're done (We're done)\nI'm gonna show you tonight\nI'm alright (I'm alright)\nI'm just fine (I'm just fine) and you're a tool\nSo, so what? I am a rockstar (Oh)\nI got my rock moves and I don't want you tonight\n(I don't want you tonight)\n[Chorus 2]\nNo, no, no, no\nI don't want you tonight\nYou weren't there\nI'm gonna show you tonight (I'm gonna show you tonight)\nI'm alright (I'm alright)\nI'm just fine and you're a tool\nSo, so what? I am a rockstar\nI got my rock moves and I don't want you tonight\n(I don't want you tonight!)\n\n[Outro]\nWoohoo!\nBa da da da da da""}"
Christina Aguilera,Stripped,Fighter,7nXq1vaZiz7PdbfojpPjW5,0.435,0.92,4,-1.357,0.201,0.235,0.000353,0.552,0.45,188.899,245960,4,Angry,"{'title': 'Christina Aguilera – Fighter Lyrics', 'lyrics': ""[Intro]\nAfter all you put me through\nYou'd think I'd despise you\nBut in the end, I wanna thank you\n'Cause you made me that much stronger\n\n[Verse 1]\nWell, I thought I knew you\nThinkin' that you were true\nGuess I, I couldn't trust, called your bluff\nTime is up 'cause I've had enough\nYou were there by my side\nAlways down for the ride\nBut your joy ride just came down in flames\n'Cause your greed sold me out in shame, mhm\n\n[Pre-Chorus]\nAfter all of the stealing and cheating\nYou probably think that I hold resentment for you\nBut uh-uh, oh no, you're wrong\n'Cause if it wasn't for all that you tried to do\nI wouldn't know just how capable\nI am to pull through\nSo I wanna say thank you, 'cause it\n\n[Chorus]\nMakes me that much stronger\nMakes me work a little bit harder\nMakes me that much wiser\nSo thanks for making me a fighter\nMade me learn a little bit faster\nMade my skin a little bit thicker\nMakes me that much smarter\nSo thanks for making me a fighter\nOh, oh, oh, oh, oh-oh-oh, yeah, yeah, ohh\n[Verse 2]\nNever saw it coming\nAll of your backstabbing\nJust so you could cash in on a good thing\nBefore I realized your game, aha\nI heard you're goin' 'round\nPlayin' the victim now\nBut don't even begin feeling I'm the one to blame\n'Cause you dug your own grave\n\n[Pre-Chorus]\nAfter all of the fights and the lies\nGuess you're wanting to hold me\nBut that won't work anymore (No more, a-ha, it's over)\n'Cause if it wasn't for all of your torture\nI wouldn't know how to be this way now and never back down\nSo I wanna say thank you, 'cause it\n\n[Chorus]\nMakes me that much stronger\nMakes me work a little bit harder\nIt makes me that much wiser\nSo thanks for making me a fighter\nMade me learn a little bit faster\nMade my skin a little bit thicker\nMakes me that much smarter\nSo thanks for making me a fighter\n[Bridge]\nHow could this man I thought I knew\nTurn out to be unjust, so cruel?\nCould only see the good in you\nPretended not to see the truth\nYou tried to hide your lies, disguise yourself\nThrough living in denial\nBut in the end you'll see, you won't stop me\nI am a fighter and I (I'm a fighter)\nI ain't gon' stop (I ain't gonna stop)\nThere is no turning back\nI've had enough\n\n[Chorus]\nMakes me that much stronger\nMakes me work a little bit harder (Yeah)\nIt makes me that much wiser (Oh yeah)\nSo thanks for making me a fighter\nMade me learn a little bit faster (Yeah)\nMade my skin a little bit thicker (Yeah, yeah, yeah)\nMakes me that much smarter (Yeah)\nSo thanks for making me a fighter (Fighter)\n\n[Interlude]\nYou thought I would forget but I, I remembered (Ooh-ooh-ooh)\n'Cause I remembered (Ooh-ooh-ooh)\nI remembered\nYou thought I would forget (Ooh-ooh)\nI remembered (Ooh-ooh)\n'Cause I remembered (Ooh)\nI remembered\n[Chorus]\nMakes me that much stronger (Ooh-ooh)\nMakes me work a little bit harder (Ooh-ooh)\nIt makes me that much wiser\nSo thanks for making me a fighter\nMade me learn a little bit faster\nMade my skin a little bit thicker\nMakes me that much smarter\nSo thanks for making me a fighter""}"
Avril Lavigne,The Best Damn Thing (Expanded Edition),Girlfriend,45hOioMDJktr86iKDHC8gr,0.56,0.959,7,-2.433,0.102,0.000722,0.000221,0.209,0.669,163.983,216600,4,Angry,"{'title': 'Avril Lavigne – Girlfriend Lyrics', 'lyrics': ""[Chorus]\nHey, hey, you, you, I don't like your girlfriend\nNo way, no way, I think you need a new one\nHey, hey, you, you, I could be your girlfriend\nHey, hey, you, you, I know that you like me\nNo way, no way, you know it's not a secret\nHey, hey, you, you, I want to be your girlfriend\n\n[Verse 1]\nYou're so fine, I want you mine, you're so delicious\nI think about you all the time, you're so addictive\nDon't you know what I can do to make you feel alright?\n(Alright, alright, alright, alright)\nDon't pretend, I think you know I'm damn precious\nAnd hell yeah, I'm the motherfuckin' princess\nI can tell you like me too and you know I'm right\n(I'm right, I'm right, I'm right, I'm right)\n\n[Pre-Chorus]\nShe's like so whatever\nYou could do so much better\nI think we should get together now\nAnd that's what everyone's talkin' about\n\n[Chorus]\nHey, hey, you, you, I don't like your girlfriend\nNo way, no way, I think you need a new one\nHey, hey, you, you, I could be your girlfriend\nHey, hey, you, you, I know that you like me\nNo way, no way, you know it's not a secret\nHey, hey, you, you, I want to be your girlfriend\n\n[Verse 2]\nI can see the way, I see the way you look at me\nAnd even when you look away, I know you think of me\nI know you talk about me all the time again and again\n(Again, again, again)\n(So come over here) So come over here and tell me what I wanna hear\nBetter yet, make your girlfriend disappear\nI don't wanna hear you say her name ever again\n(And again and again and again)\n\n[Pre-Chorus]\n'Cause she's like so whatever\nAnd you could do so much better\nI think we should get together now\nAnd that’s what everyone’s talkin' about\n\n[Chorus]\nHey, hey, you, you, I don't like your girlfriend\nNo way, no way, I think you need a new one\nHey, hey, you, you, I could be your girlfriend\nHey, hey, you, you, I know that you like me\nNo way, no way, you know it's not a secret\nHey, hey, you, you, I want to be your girlfriend\n\n[Bridge]\n(Uh) In a second, you'll be wrapped around my finger\n'Cause I can, 'cause I can do it better\nThere's no other, so when's it gonna sink in?\nShe's so stupid, what the hell were you thinkin'?\n(Uh) In a second, you'll be wrapped around my finger\n'Cause I can, 'cause I can do it better\nThere's no other, so when's it gonna sink in?\nShe's so stupid, what the hell were you thinkin'?\n\n[Chorus]\nHey, hey, you, you (Hey, hey), I don't like your girlfriend\nNo way, no way (No way), I think you need a new one\nHey, hey, you, you (Hey, hey), I could be your girlfriend\n(No way, no way)\nHey, hey, you, you (Hey, hey), I know that you like me\nNo way, no way (No way), you know it's not a secret\nHey, hey, you, you (Hey, hey), I want to be your girlfriend\n(No way, no way)\n\n[Chorus]\nHey, hey, you, you, I don’t like your girlfriend\nNo way, no way, I think you need a new one\nHey, hey, you, you, I could be your girlfriend\n(No way, no way)\nHey, hey, you, you (Hey, hey), I know that you like me\nNo way, no way (No way), you know it's not a secret\nHey, hey, you, you (Hey, hey), I want to be your girlfriend\nNo way, no way, hey, hey!""}"
Joan Jett & The Blackhearts,Bad Reputation (Expanded Edition),Bad Reputation,7pu8AhGUxHZSCWTkQ2eb5M,0.378,0.974,6,-4.055,0.194,0.00192,0.0139,0.0588,0.824,203.715,169187,4,Angry,"{'title': 'Joan Jett – Bad Reputation Lyrics', 'lyrics': ""[Verse 1]\nI don't give a damn 'bout my reputation\nYou're living in the past, it's a new generation\nA girl can do what she wants to do\nAnd that's what I'm gonna do\n\n[Chorus]\nAnd I don't give a damn 'bout my bad reputation\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\n\n[Verse 2]\nAnd I don't give a damn 'bout my reputation\nNever said I wanted to improve my station\nAnd I'm only doin' good when I'm havin' fun\nAnd I don't have to please no one\n\n[Chorus]\nAnd I don't give a damn 'bout my bad reputation\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\n\n[Verse 3]\nI don't give a damn 'bout my reputation\nNever been afraid of any deviation\nAnd I don't really care if you think I'm strange\nI ain't gonna change\n\n[Chorus]\nAnd I'm never gonna care 'bout my bad reputation\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\nPedal, boys!\n\n[Verse 4]\nAnd I don't give a damn 'bout my reputation\nThe world's in trouble, there's no communication\nAnd everyone can say what they wanna to say\nIt never gets better, anyway\n\n[Chorus]\nSo why should I care about a bad reputation anyway?\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\n\n[Verse 5]\nI don't give a damn 'bout my bad reputation\nYou're living in the past, it's a new generation\nAnd I only feel good when I got no pain\nAnd that's how I'm gonna stay\n\n[Chorus]\nAnd I don't give a damn 'bout my bad reputation\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\nOh no  (No no no no no no)\nNot me  (Me me me me me me)\nNot me (No no no no no no)\nNot me""}"
Britney Spears,Circus (Deluxe Version),Womanizer,4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0,224400,4,Angry,"{'title': 'Britney Spears – Womanizer Lyrics', 'lyrics': ""[Verse 1]\nSuperstar, where you from? How's it goin'?\nI know you got a clue what you're doin'\nYou can play brand new to all the other chicks out here\nBut I know what you are, what you are, baby\nLook at you, gettin' more than just a re-up\nBaby, you got all the puppets with their strings up\nFakin' like a good one, but I call 'em like I see 'em\nI know what you are, what you are, baby\n\n[Pre-Chorus]\nWomanizer, woman-womanizer, you're a womanizer\nOh, womanizer, oh, you're a womanizer, baby\nYou-you-you are, you-you-you are\nWomanizer, womanizer, womanizer (Womanizer)\n\n[Chorus]\nBoy, don't try to front, I-I know just, just what you a-a-are\nBoy, don't try to front, I-I know just, just what you a-a-are\n(You) You got me goin', (You) you're oh-so charmin'\n(You) But I can't do it, (You) you womanizer\nBoy, don't try to front, I-I know just, just what you a-a-are\nBoy, don't try to front, I-I know just, just what you a-a-are\n(You) You say I'm crazy, (You) I got you crazy\n(You) You're nothing but a (You) womanizer\n[Verse 2]\nDaddy-o, you got the swagger of a champion\nToo bad for you, you just can't find the right companion\nI guess when you have one too many\nMakes it hard, it could be easy\nWho you are, that's just who you are, baby\nLollipop, must mistake me, you're the sucker\nTo think that I would be a victim, not another\nSay it, play it how you wanna, but no way\nI'm never gonna fall for you, never you, baby\n\n[Pre-Chorus]\nWomanizer, woman-womanizer, you're a womanizer\nOh, womanizer, oh, you're a womanizer, baby\nYou-you-you are, you-you-you are\nWomanizer, womanizer, womanizer (Womanizer)\n\n[Chorus]\nBoy, don't try to front, I-I know just, just what you a-a-are\nBoy, don't try to front, I-I know just, just what you a-a-are\n(You) You got me goin', (You) you're oh-so charmin'\n(You) But I can't do it, (You) you womanizer\nBoy, don't try to front, I-I know just, just what you a-a-are\nBoy, don't try to front, I-I know just, just what you a-a-are\n(You) You say I'm crazy, (You) I got you crazy\n(You) You're nothing but a (You) womanizer\n[Bridge]\nMaybe if we both lived in a different world\n(Womanizer, womanizer, womanizer, womanizer)\nIt would be all good, and maybe I could be your girl\nBut I can't 'cause we don't, you\n\n[Pre-Chorus]\nWomanizer, woman-womanizer, you're a womanizer\nOh, womanizer, oh, you're a womanizer, baby\nYou-you-you are, you-you-you are\nWomanizer, womanizer, womanizer (Womanizer)\n\n[Chorus]\nBoy, don't try to front, I-I know just, just what you a-a-are\nBoy, don't try to front, I-I know just, just what you a-a-are\n(You) You got me goin', (You) you're oh-so charmin'\n(You) But I can't do it, (You) you womanizer\nBoy, don't try to front, I-I know just, just what you a-a-are\nBoy, don't try to front, I-I know just, just what you a-a-are\n(You) You say I'm crazy, (You) I got you crazy\n(You) You're nothing but a (You) womanizer\n\n[Outro]\nBoy, don't try to front, I-I know just, just what you a-a-are\nBoy, don't try to front, I-I know just, just what you a-a-are\nWomanizer, woman-womanizer, you're a womanizer\nOh, womanizer, oh, you're a womanizer, baby""}"
Avril Lavigne,Goodbye Lullaby (Expanded Edition),What the Hell,2z4U9d5OAA4YLNXoCgioxo,0.578,0.926,6,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976,220707,4,Angry,"{'title': 'Avril Lavigne – What the Hell Lyrics', 'lyrics': '[Verse 1]\nYou say that I\'m messing with your head\n(Yeah-yeah, yeah-yeah)\nAll \'cause I was makin\' out with your friend\n(Yeah-yeah, yeah-yeah)\nLove hurts, whether it\'s right or wrong\n(Yeah-yeah, yeah-yeah)\nI can\'t stop \'cause I\'m havin\' too much fun\n(Yeah-yeah, yeah-yeah)\n\n[Pre-Chorus]\nYou\'re on your knees, beggin\', ""Please, stay with me""\nBut honestly, I just need to be a little crazy\n\n[Chorus]\nAll my life, I been good, but now\nI\'m thinkin\', ""What the hell?""\nAll I want is to mess around\nAnd I don\'t really care about\nIf you love me, if you hate me\nYou can\'t save me, baby, baby\nAll my life, I been good, but now\nWhoa, what the hell?\n\n[Post-Chorus]\nWhat? What?\nWhat? What the hell?\n\n[Verse 2]\nSo what if I go out on a million dates?\n(Yeah-yeah, yeah-yeah)\nYou never call or listen to me anyway\n(Yeah-yeah, yeah-yeah)\nI\'d rather rage than sit around and wait all day\n(Yeah-yeah, yeah-yeah)\nDon\'t get me wrong, I just need some time to play, yeah\n\n[Pre-Chorus]\nYou\'re on your knees, beggin\', ""Please, stay with me""\nBut honestly, I just need to be a little crazy (Crazy)\n\n[Chorus]\nAll my life, I been good, but now\nI\'m thinkin\', ""What the hell?""\nAll I want is to mess around\nAnd I don\'t really care about\nIf you love me, if you hate me\nYou can\'t save me, baby, baby\nAll my life, I been good, but now\nWhoa, what the hell?\n\n[Bridge]\nLa-la-la, la-la-la, la-la, whoa, whoa\nLa-la-la, la-la-la, la-la, whoa, whoa\nYou say that I\'m messing with your head\nBoy, I like messing in your bed\nYeah, I am messing with your head\nWhen I\'m messing with you in bed\n\n[Chorus]\nAll my life, I been good, but now\nI\'m thinkin\', ""What the hell?"" (What the hell?)\nAll I want is to mess around\nAnd I don\'t really care about (I don\'t care about)\nAll my life, I been good, but now\nI\'m thinkin\', ""What the hell?""\nAll I want is to mess around\nAnd I don\'t really care about (If you love me)\nIf you love me (No), if you hate me (No)\nYou can\'t save me, baby, baby (If you love me)\nAll my life, I been good, but now\nWhoa, what the hell?\n\n[Outro]\nLa, la, la-la-la-la-la-la\nLa, la-la-la-la-la-la'}"
Demi Lovato,Tell Me You Love Me (Deluxe),Sorry Not Sorry,7gvd8xj4QgPqbQSsn5pV7d,0.705,0.64,11,-6.928,0.225,0.0237,0.0,0.262,0.887,144.077,203760,4,Angry,"{'title': 'Demi Lovato – Sorry Not Sorry Lyrics', 'lyrics': ""[Intro]\nPayback is a bad bitch\nAnd baby, I'm the baddest\n(I'm the baddest, I'm the baddest...)\nGo\n\n[Verse 1]\nNow, I'm out here lookin' like revenge\nFeelin' like a ten, the best I've ever been\nAnd, yeah, I know how bad it must hurt to see me like this\nBut it gets worse (Wait a minute)\nNow, you're out here lookin' like regret, ain't too proud to beg\nSecond chance, you'll never get\nAnd, yeah, I know how bad it must hurt to see me like this\nBut it gets worse (Wait a minute)\n\n[Pre-Chorus]\nNow, payback is a bad bitch\nAnd baby, I'm the baddest\nYou fuckin' with a savage\nCan't have this, can't have this (Ah)\nAnd it'd be nice of me to take it easy on ya, but nah\n\n[Chorus]\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nBein' so bad got me feelin' so good\nShowin' you up like I knew that I would\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nFeelin' inspired 'cause the tables have turned\nYeah, I'm on fire and I know that it burns\n[Verse 2]\nBaby, fineness is the way to kill\nTell me how it feel, bet it's such a bitter pill\nAnd yeah I know, you thought you had bigger, better things\nBet right now this stings (Wait a minute)\n'Cause the grass is greener under me\nBright as Technicolor, I can tell that you can see\nAnd yeah, I know how bad it must hurt to see me like this\nBut it gets worse (Wait a minute)\n\n[Pre-Chorus]\nNow, payback is a bad bitch\nAnd baby, I'm the baddest\nYou fuckin' with a savage\nCan't have this, can't have this (Ah)\nAnd it'd be nice of me to take it easy on ya, but nah\n\n[Chorus]\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nBein' so bad got me feelin' so good\nShowin' you up like I knew that I would\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nFeelin' inspired 'cause the tables have turned\nYeah, I'm on fire and I know that it burns\n[Bridge]\nTalk that talk, baby\nBetter walk, better walk that walk, baby\nIf you talk, if you talk that talk, baby\nBetter walk, better walk that walk, baby\nOh, yeah, talk that talk, baby\nBetter walk, better walk, that walk, baby\nIf you talk, if you talk that talk, baby\nBetter walk, better walk that walk, baby (Oh, yeah)\n\n[Chorus]\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nBein' so bad got me feelin' so good\nShowin' you up like I knew that I would\nBaby, I'm sorry (I'm not sorry)\nBaby, I'm sorry (I'm not sorry)\nFeelin' inspired 'cause the tables have turned (Have turned)\nYeah, I'm on fire and I know that it burns\n(Sorry, sorry, not sorry, not sorry)\n\n[Outro]\nPayback is a bad bitch\nAnd baby, I'm the baddest\nI'm the baddest, I'm the baddest""}"
Britney Spears,In The Zone,Toxic,6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,Angry,"{'title': 'Britney Spears – Toxic Lyrics', 'lyrics': ""[Verse 1]\nBaby, can't you see I'm calling?\nA guy like you should wear a warning\nIt's dangerous, I'm falling\nThere's no escape, I can't wait\nI need a hit, baby, give me it\nYou're dangerous, I'm lovin' it\n\n[Pre-Chorus 1]\nToo high, can't come down\nLosing my head, spinnin' 'round and 'round\nDo you feel me now?\n\n[Chorus]\nWith a taste of your lips, I'm on a ride\nYou're toxic, I'm slippin' under\nWith a taste of a poison paradise\nI'm addicted to you\nDon't you know that you're toxic?\nAnd I love what you do\nDon't you know that you're toxic?\n\n[Verse 2]\nIt's getting late to give you up\nI took a sip from my devil's cup\nSlowly, it's taking over me\n[Pre-Chorus 2]\nToo high, can't come down\nIt's in the air and it's all around\nCan you feel me now?\n\n[Chorus]\nWith a taste of your lips, I'm on a ride\nYou're toxic, I'm slippin' under\nWith a taste of a poison paradise\nI'm addicted to you\nDon't you know that you're toxic?\nAnd I love what you do\nDon't you know that you're toxic?\nDon't you know that you're toxic?\n\n[Chorus]\nWith a taste of your lips, I'm on a ride\nYou're toxic, I'm slippin' under\nWith a taste of a poison paradise\nI'm addicted to you\nDon't you know that you're toxic?\nWith a taste of your lips, I'm on a ride\nYou're toxic, I'm slippin' under (Toxic)\nWith a taste of a poison paradise\nI'm addicted to you\nDon't you know that you're toxic?\n[Outro]\nIntoxicate me now with your lovin' now\nI think I'm ready now (I think I'm ready now)\nIntoxicate me now with your lovin' now\nI think I'm ready now""}"
Lizzo,Cuz I Love You (Super Deluxe),Truth Hurts,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4,-3.046,0.114,0.11,0.0,0.123,0.412,158.087,173325,4,Angry,"{'title': 'Lizzo – Truth Hurts Lyrics', 'lyrics': '[Intro]\nWhy men great \'til they gotta be great?\nWoo!\n\n[Verse 1]\nI just took a DNA test, turns out I\'m 100% that bitch\nEven when I\'m crying crazy\nYeah, I got boy problems, that\'s the human in me\nBling bling, then I solve \'em, that\'s the goddess in me\nYou coulda had a bad bitch, non-committal\nHelp you with your career just a little\nYou\'re \'posed to hold me down, but you\'re holding me back\nAnd that\'s the sound of me not calling you back\n\n[Chorus]\nWhy men great \'til they gotta be great? (\'Til they gotta be great)\nDon\'t text me, tell it straight to my face (Tell it straight to my face)\nBest friend sat me down in the salon chair (Down in the salon chair)\nShampoo press, get you out of my hair\nFresh photos with the bomb lighting (With the bomb lighting)\nNew man on the Minnesota Vikings (Minnesota Vikings)\nTruth hurts, needed something more exciting (Yee)\nBom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)\n\n[Verse 2]\nYou tried to break my heart?\nOh, that breaks my heart\nThat you thought you ever had it\nNo, you ain\'t from the start\nHey, I\'m glad you\'re back with your bitch\nI mean, who would wanna hide this?\nI will never, ever, ever, ever, ever be your side chick\nI put the sing in single\nAin\'t worried \'bout a ring on my finger\nSo you can tell your friend, ""Shoot your shot"" when you see him\nIt\'s okay, he already in my DMs\n[Chorus]\nWhy men great \'til they gotta be great? (\'Til they gotta be great)\nDon\'t text me, tell it straight to my face (Tell it straight to my face)\nBest friend sat me down in the salon chair (Down in the salon chair)\nShampoo press, get you out of my hair\nFresh photos with the bomb lighting (With the bomb lighting)\nNew man on the Minnesota Vikings (Minnesota Vikings)\nTruth hurts, needed something more exciting (Yee)\nBom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)\n\n[Bridge]\nI\'ma hit you back in a minute (Yeah, yeah)\nI don\'t play tag, bitch, I been it (One time)\nWe don\'t fuck with lies (Two times), we don\'t do goodbyes (Woo)\nWe just keep it pushing like ay-ay-ay\nI\'ma hit you back in a minute (Yeah, yeah)\nI don\'t play tag, bitch, I been it (One time)\nWe don\'t fuck with lies (Two times), we don\'t do goodbyes (Woo)\nWe just keep it pushing like ay-ay-ay (Woo)\n\n[Chorus]\nWhy men great \'til they gotta be great? (\'Til they gotta be great)\nDon\'t text me, tell it straight to my face (Tell it straight to my face)\nBest friend sat me down in the salon chair (Down in the salon chair)\nShampoo press, get you out of my hair\nFresh photos with the bomb lighting (With the bomb lighting)\nNew man on the Minnesota Vikings (Minnesota Vikings)\nTruth hurts, needed something more exciting (Yee)\nBom bom bi dom bi dum bum bay (Eh, yeah, yeah, yeah)\n[Outro]\nWith the bomb lighting\nMinnesota Vikings\nYee, eh, yeah, yeah, yeah'}"
