artist,album,track,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood,lyrics
Ariana Grande,Sweetener,no tears left to cry,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4,Energy,"{'title': 'Ariana Grande – \u200b\u200bno tears left to cry Lyrics', 'lyrics': ""[Intro]\nRight now, I'm in a state of mind\nI wanna be in like all the time\nAin't got no tears left to cry\nSo I'm pickin' it up, pickin' it up\nI'm lovin', I'm livin', I'm pickin' it up\nI'm pickin' it up, pickin' it up (Yeah)\nI'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)\n\n[Refrain]\nI'm pickin' it up (Yeah), pickin' it up (Yeah)\nLovin', I'm livin', so we turnin' up\nYeah, we turnin' it up\n\n[Verse 1]\nAin't got no tears in my body\nI ran out, but boy, I like it, I like it, I like it\nDon't matter how, what, where, who tries it\nWe out here vibin', we vibin', we vibin'\n\n[Pre-Chorus]\nComin' out, even when it's rainin' down\nCan't stop now, can't stop so shut your mouth\nShut your mouth, and if you don't know\nThen now you know it, babe\nKnow it, babe, yeah\n[Chorus]\nRight now, I'm in a state of mind\nI wanna be in like all the time\nAin't got no tears left to cry\nSo I'm pickin' it up, pickin' it up (Oh yeah)\nI'm lovin', I'm livin', I'm pickin' it up\nOh, I just want you to come with me\nWe're on another mentality\nAin't got no tears left to cry (To cry)\nSo I'm pickin' it up, pickin' it up (Oh yeah)\nI'm lovin', I'm livin', I'm pickin' it up\n\n[Refrain]\nPickin' it up (Yeah), pickin' it up (Yeah)\nLovin', I'm livin', so we turnin' up (We turnin' it up)\nYeah, we turnin' it up\n\n[Verse 2]\nThey point out the colors in you, I see 'em too\nAnd, boy, I like 'em, I like 'em, I like 'em\nWe're way too fly to partake in all this hate\nWe out here vibin', we vibin', we vibin'\n\n[Pre-Chorus]\nComin' out, even when it's rainin' down\nCan't stop now, can't stop, so shut your mouth\nShut your mouth, and if you don't know\nThen now you know it, babe\nKnow it, babe, yeah\n[Chorus]\nRight now, I'm in a state of mind\nI wanna be in like all the time\nAin't got no tears left to cry\nSo I'm pickin' it up, pickin' it up (Oh yeah)\nI'm lovin', I'm livin', I'm pickin' it up\nOh, I just want you to come with me\nWe're on another mentality\nAin't got no tears left to cry (To cry)\nSo I'm pickin' it up, pickin' it up (Oh yeah)\nI'm lovin', I'm livin', I'm pickin' it up\n\n[Bridge]\nComin' out, even when it's rainin' down\nCan't stop now (Hmm, oh)\nShut your mouth\nAin't got no tears left to cry\nOh-yeah, oh, yeah\n\n[Chorus]\nOh, I just want you to come with me (With me)\nWe're on another mentality\nAin't got no tears left to cry (Cry)\nSo I'm pickin' it up (Yeah), pickin' it up (Oh, yeah)\nI'm lovin', I'm livin', I'm pickin' it up\n[Refrain]\nPickin' it up, pickin' it up\nLovin', I'm livin', so we turnin' up (Hmm)\nYeah, we turnin' it up""}"
Ava Max,Sweet but Psycho,Sweet but Psycho,25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4,Energy,"{'title': 'Ava Max – Sweet but Psycho Lyrics', 'lyrics': '[Intro]\nOh, she\'s sweet, but a psycho\nA little bit psycho\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\nOh, she\'s hot, but a psycho\nSo left, but she\'s right though\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\n\n[Verse 1]\nShe\'ll make you curse, but she a blessing\nShe\'ll rip your shirt within a second\nYou\'ll be coming back, back for seconds\nWith your plate, you just can\'t help it\n\n[Pre-Chorus]\nNo, no\nYou\'ll play alo-o-ong, let her lead you o-o-on\nYou\'ll be saying, ""No, no""\nThen saying, ""Yes, yes, yes,"" \'cause she messin\' with your head\n\n[Chorus]\nOh, she\'s sweet, but a psycho\nA little bit psycho\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\nOh, she\'s hot, but a psycho\nSo left, but she\'s right though\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\nGrab-a-cop-gun kinda crazy\nShe\'s poison, but tasty\nYeah, people say, ""Run, don\'t walk away""\n\'Cause she\'s sweet, but a psycho\nA little bit psycho\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\n\n[Verse 2]\nSee, someone said, ""Don\'t drink her potions\nShe\'ll kiss your neck with no emotion\nWhen she\'s mean, you know you love it\nShe tastes so sweet, don\'t sugarcoat it""\n\n[Pre-Chorus]\nNo, no\nYou\'ll play alo-o-ong, let her lead you o-o-on\nYou\'ll be saying, ""No (No, no, no), no (No)""\nThen saying, ""Yes, yes, yes,"" \'cause she messin\' with your head\n\n[Chorus]\nOh, she\'s sweet, but a psycho\nA little bit psycho\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\nOh, she\'s hot, but a psycho\nSo left, but she\'s right though\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\nGrab-a-cop-gun kinda crazy\nShe\'s poison, but tasty\nYeah, people say, ""Run, don\'t walk away""\n\'Cause she\'s sweet, but a psycho\nA little bit psycho\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\n\n[Bridge]\nYou\'re just like me, you\'re out your mind\nI know it\'s strange, we\'re both the crazy kind\nYou\'re tellin\' me that I\'m insane\nBoy, don\'t pretend that you don\'t love the pain\n\n[Chorus]\nOh, she\'s sweet, but a psycho\nA little bit psycho\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\nOh, she\'s hot, but a psycho\nSo left, but she\'s right though\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""\nGrab-a-cop-gun kinda crazy\nShe\'s poison, but tasty\nYeah, people say, ""Run, don\'t walk away""\n\'Cause she\'s sweet, but a psycho\nA little bit psycho\nAt night, she\'s screamin\'\n""I\'m-ma-ma-ma out my mind""'}"
Bebe Rexha,Expectations,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,0.63,0.694,11,-6.257,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,4,Energy,"{'title': ""Bebe Rexha – I'm a Mess Lyrics"", 'lyrics': ""[Verse 1]\nEverything's been so messed up here lately\nPretty sure he don't wanna be my baby\nOh, he don't love me, he don't love me\nHe don't love me, he don't love me, but that's okay\n'Cause I love me, yeah, I love me\nYeah, I love me, yeah, I love myself anyway, hey\n\n[Pre-Chorus]\nEverything's gonna be alright\nEverything's gonna be okay\nIt's gonna be a good, good life\nThat's what my therapists say\nEverything's gonna be alright\nEverything's gonna be just fine\nIt's gonna be a good, good life\n\n[Chorus]\nI'm a mess, I'm a loser\nI'm a hater, I'm a user\nI'm a mess for your love, it ain't new\nI'm obsessed, I'm embarrassed\nI don't trust no one around us\nI'm a mess for your love, it ain't new\n\n[Verse 2]\nNobody shows up unless I'm paying\nHave a drink on me, cheers to the failing\nOh, he don't love me, he don't love me\nHe don't love me, he don't love me, but that's okay\n'Cause I love me, yeah, I love me\nYeah, I love me, yeah, I love myself anyway, hey\n\n[Pre-Chorus]\nEverything's gonna be alright\nEverything's gonna be okay\nIt's gonna be a good, good life\nThat's what my therapists say\nEverything's gonna be alright\nEverything's gonna be just fine\nIt's gonna be a good, good life\n\n[Chorus]\nI'm a mess, I'm a loser\nI'm a hater, I'm a user\nI'm a mess for your love, it ain't new\nI'm obsessed, I'm embarrassed\nI don't trust no one around us\nI'm a mess for your love, it ain't new\n\n[Bridge]\nEverything's gonna be alright, alright\nEverything's gonna be just fine, just fine\nIt's gonna be a good, good life\n\n[Chorus]\nI'm a mess, I'm a loser\nI'm a hater, I'm a user\nI'm a mess for your love, it ain't new\nI'm obsessed (I'm obsessed), I'm embarrassed\nI don't trust no one around us\nI'm a mess for your love, it ain't new (yeah)""}"
Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,Energy,"{'title': 'Harry Styles – Watermelon Sugar Lyrics', 'lyrics': ""[Verse 1]\nTastes like strawberries on a summer evenin'\nAnd it sounds just like a song\nI want more\u2005berries\u2005and that summer\u2005feelin'\nIt's so wonderful and warm\n\n[Pre-Chorus]\nBreathe me\u2005in, breathe me out\nI don't know if I could ever go without\nI'm just thinking out loud\nI don't know if I could ever go without\n\n[Chorus]\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar\n\n[Verse 2]\nStrawberries on a summer evenin'\nBaby, you're the end of June\nI want your belly and that summer feelin'\nGetting washed away in you\n\n[Pre-Chorus]\nBreathe me in, breathe me out\nI don't know if I could ever go without\n\n[Chorus]\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\n\n[Post-Chorus]\nI just wanna taste it, I just wanna taste it\nWatermelon sugar high\n\n[Bridge]\nTastes like strawberries on a summer evenin'\nAnd it sounds just like a song\nI want your belly and that summer feelin'\nI don't know if I could ever go without\n\n[Chorus]\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high (Sugar)\nWatermelon sugar high (Sugar)\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\nWatermelon sugar high\n\n[Outro]\nI just wanna taste it, I just wanna taste it (Eh-eh-eh)\nWatermelon sugar high\nI just wanna taste it, I just wanna taste it (Ooh, yeah)\nWatermelon sugar high\nWatermelon sugar""}"
Harry Styles,Fine Line,Adore You,3jjujdWJ72nww5eGnfs2E7,0.676,0.771,8,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4,Energy,"{'title': 'Harry Styles – Adore You Lyrics', 'lyrics': ""[Verse 1: Harry Styles]\nWalk in your rainbow paradise (Paradise)\nStrawberry lipstick state of mind (State of mind)\nI get so\u2005lost\u2005inside your eyes\nWould\u2005you believe it?\n\n[Pre-Chorus: Harry Styles]\nYou don't have to\u2005say you love me\nYou don't have to say nothing\nYou don't have to say you're mine\n\n[Chorus: Harry Styles]\nHoney (Ah-ah-ah)\nI'd walk through fire for you\nJust let me adore you\nOh, honey (Ah-ah-ah)\nI'd walk through fire for you\nJust let me adore you\nLike it's the only thing I'll ever do\nLike it's the only thing I'll ever do\n\n[Verse 2: Harry Styles]\nYou're wonder under summer sky (Summer sky)\nBrown skin and lemon over ice\nWould you believe it?\n\n[Pre-Chorus: Harry Styles]\nYou don't have to say you love me\nI just wanna tell you somethin'\nLately, you've been on my mind\n\n[Chorus: Harry Styles]\nHoney (Ah-ah-ah)\nI'd walk through fire for you\nJust let me adore you\nOh, honey (Ah-ah-ah)\nI'd walk through fire for you\nJust let me adore you\nLike it's the only thing I'll ever do\nLike it's the only thing I'll ever do\n\n[Bridge: Amy Allen]\nIt's the only thing I'll ever do\nIt's the only thing I'll ever do\nIt's the only thing I'll ever do\nIt's the only thing I'll ever do\nIt's the only thing I'll ever do\nIt's the only thing I'll ever do\nIt's the only thing I'll ever do\nIt's the only thing I'll ever do\n\n[Chorus: Harry Styles & Amy Allen]\nI'd walk through fire for you\nJust let me adore you\nOh, honey (Ah-ah-ah)\nI'd walk through fire for you\nJust let me adore you\nLike it's the only thing I'll ever do (Ah-ah-ah)\n(It's the only thing I'll ever do, it's the only thing I'll ever do)\nI'd walk through fire for you (It's the only thing I'll ever do)\nJust let me adore you\nOh, honey (Ah-ah-ah), oh, honey\n(It's the only thing I'll ever do, it's the only thing I'll ever do)\nI'd walk through fire for you (It's the only thing I'll ever do)\nJust let me adore you (It's the only thing I'll ever do)\n\n[Outro: Harry Styles]\nOoh, ooh\nOh, honey\nOoh, ooh\nJust let me adore you\nLike it's the only thing I'll ever do""}"
Dua Lipa,Future Nostalgia,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4,Energy,"{'title': ""Dua Lipa – Don't Start Now Lyrics"", 'lyrics': '[Intro]\nIf you don\'t wanna see me\n\n[Verse 1]\nDid a full one-eighty, crazy\nThinking \'bout the way I was\nDid the heartbreak change me? Maybe\nBut look at where I ended up\nI\'m all good already\nSo moved on, it\'s scary\nI\'m not where you left me at all, so\n\n[Pre-Chorus]\nIf you don\'t wanna see me dancing with somebody\nIf you wanna believe that anything could stop me\n\n[Chorus]\nDon\'t show up, don\'t come out\nDon\'t start caring about me now\nWalk away, you know how\nDon\'t start caring about me now\n\n[Verse 2]\nAren\'t you the guy who tried to\nHurt me with the word ""goodbye""?\nThough it took some time to survive you\nI\'m better on the other side\nI\'m all good already\nSo moved on, it\'s scary\nI\'m not where you left me at all, so\n\n[Pre-Chorus]\nIf you don\'t wanna see me dancing with somebody\nIf you wanna believe that anything could stop me\n(Don\'t, don\'t, don\'t)\n\n[Chorus]\nDon\'t show up, don\'t come out\nDon\'t start caring about me now\nWalk away, you know how\nDon\'t start caring about me now (\'Bout me now, \'bout me)\n\n[Bridge]\nUp, up\nDon\'t come out, out, out\nDon\'t show up, up, up\nDon\'t start now (Oh)\nUp, up\nDon\'t come out, out\nI\'m not where you left me at all, so\n\n[Pre-Chorus]\nIf you don\'t wanna see me dancing with somebody\nIf you wanna believe that anything could stop me\n\n[Chorus]\nDon\'t show up (Don\'t show up), don\'t come out (Don\'t come out)\nDon\'t start caring about me now (\'Bout me now)\nWalk away (Walk away), you know how (You know how)\nDon\'t start caring about me now (So)\n\n[Outro]\nUp, up\nDon\'t come out, out, out\nDon\'t show up, up, up\nWalk away, walk away (So)\nUp, up\nDon\'t come out, out, out\nDon\'t show up, up, up\nWalk away, walk away, oh'}"
Doja Cat,Hot Pink,Say So,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.583,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,Energy,"{'title': 'Doja Cat – Say So Lyrics', 'lyrics': ""[Chorus]\nDay to night to morning, keep with me in the moment\nI'd let you had I\u2005known\u2005it, why don't\u2005you say so?\nDidn't even notice, no\u2005punches left to roll with\nYou got to keep me focused; you want it? Say so\nDay to night to morning, keep with me in the moment\nI'd let you had I known it, why don't you say so?\nDidn't even notice, no punches left to roll with\nYou got to keep me focused; you want it? Say so\n\n[Verse 1]\nIt's been a long time since you fell in love\nYou ain't coming out your shell, you ain't really been yourself\nTell me, what must I do? (Do tell, my love)\n'Cause luckily, I'm good at reading\nI wouldn't bug him, but he won't stop cheesin'\nAnd we can dance all day around it\nIf you frontin', I'll be bouncing\nIf you want it, scream it, shout it, babe\nBefore I leave you dry\n\n[Chorus]\nDay to night to morning, keep with me in the moment\nI'd let you had I known it, why don't you say so?\nDidn't even notice, no punches left to roll with\nYou got to keep me focused; you want it? Say so\nDay to night to morning, keep with me in the moment\nI'd let you had I known it, why don't you say so?\nDidn't even notice, no punches left to roll with\nYou got to keep me focused; you want it? Say so (Yeah)\n\n[Verse 2]\nLet me check my chest, my breath right quick (Ha)\nHe ain't ever seen it in a dress like this (Ah)\nHe ain't ever even been impressed like this\nProlly why I got him quiet on the set like zip\nLike it, love it, need it bad\nTake it, own it, steal it fast\nBoy, stop playing, grab my ass\nWhy you actin' like you shy? (Hot)\nShut it, save it, keep it pushin'\nWhy you beating 'round the bush?\nKnowin' you want all this woman\nNever knock it 'til you try (Yah, yah)\nAll of them bitches hating I have you with me\nAll of my niggas sayin' you mad committed\nRealer than anybody you had, and pretty\nAll of the body-ody, the ass and titties\n\n[Chorus]\nDay to night to morning, keep with me in the moment\nI'd let you had I known it, why don't you say so?\nDidn't even notice, no punches left to roll with\nYou got to keep me focused; you want it? Say so\nDay to night to morning, keep with me in the moment\nI'd let you had I known it, why don't you say so?\nDidn't even notice, no punches left to roll with\nYou got to keep me focused; you want it? Say so""}"
Doja Cat,Hot Pink,Like That (feat. Gucci Mane),4EivmOT13NMpNSfTKn9p4s,0.879,0.498,4,-6.027,0.18,0.239,0.0,0.0967,0.405,106.044,163173,4,Energy,"{'title': 'Doja Cat – Like That Lyrics', 'lyrics': '[Intro: Doja Cat & Gucci Mane]\nCállate, Mike Crook\nBurr, burr\nGucci (Don\'t stop)\nDoja, Gato\nYeah (Don\'t stop)\n\n[Chorus: Doja Cat]\nTha-tha-tha-tha-tha-that\'s my shit, that\'s my wave\nDo it\u2005like\u2005that and I\'ll\u2005repay it\nDon\'t be scared, I ain\'t\u2005afraid\nJust like that, come my way\nThat\'s my shit, that\'s my wave\nDo it like that and I\'ll repay it\nDon\'t be scared, I ain\'t afraid\nJust like that, come my way (Yeah)\n\n[Verse 1: Doja Cat]\nI said, ""Do that, do that, baby, all night long""\nAnd I\'ma turn off all my phones\nYou know I hate it when I\'m left on read\nBut he make it all up in the bed\nAnd he take me out, dinin\' on nothin\' but the best\nHe got Off-White on right, damn, he can dress\nMakin\' plans from the East, makin\' bands in the West\nRockstar, Black Beatle type, bands on his bread\nAnd baby, I want it, and I\'ll just be honest\n\'Cause I just can\'t front when I look at you\nJust keep it one hundred, when I throw these hundreds\nI hope that your ass gon\' know what to do\n[Chorus: Doja Cat & Gucci Mane]\nTha-tha-tha-tha-tha-that\'s my shit, that\'s my wave\nDo it like that and I\'ll repay it\nDon\'t be scared, I ain\'t afraid\nJust like that, come my way\nThat\'s my shit, that\'s my wave\nDo it like that and I\'ll repay it (Huh?)\nDon\'t be scared, I ain\'t afraid (Wop)\nJust like that, come my way\n\n[Verse 2: Gucci Mane]\nGucci El Dorado, we in Rome, I\'m a model (Rome)\nGucci Mane and Doja Cat, call me El Gato (Gato)\nI\'m the big boss and I got big bread (Yeah)\nI\'m gettin\' big-headed and I like good head (Shh)\nI\'m not cheap, baby, and I\'m sure not selfish (No)\nShakin\' like Elvis, damn near broke my pelvis (Sheesh)\nJumpin\' off the top rope, got \'em tag teamin\' (Tag)\nPutting on a show, I got the whole crowd screamin\'\nBougie with the bread, I\'ll knock a top-notch freak (Freak)\nAct like I\'m a treat when a dog see me (Rr)\nLike a thief in the night, just like she stole my green\nGot me walkin\' off the scene like a hole in my jeans (Damn, Gucci)\n\n[Chorus: Doja Cat & Gucci Mane]\nTha-tha-tha-tha-tha-tha-that\'s my shit, that\'s my wave (Yeah)\nDo it like that and I\'ll repay it (Huh?)\nDon\'t be scared, I ain\'t afraid (Huh?)\nJust like that, come my way (Burr)\nThat\'s my shit, that\'s my wave\nDo it like that and I\'ll repay it\nDon\'t be scared, I ain\'t afraid\nJust like that, come my way\n[Outro: Doja Cat]\nSaid I like it\nI like it\nI like it\nI like it like that\nSaid I like it\nI like it (Ooh)\nI like it\nI like it like that\nTha-tha-tha-tha-tha-that\'s my shit'}"
The Chainsmokers,Closer,Closer,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4,Energy,"{'title': 'The Chainsmokers – Closer Lyrics', 'lyrics': ""[Verse 1: Andrew Taggart]\nHey, I was doing just fine before I met you\nI drink too much\nAnd that's an issue, but I'm okay\nHey, you tell your friends\nIt was nice to meet them\nBut I hope I never see them again\n\n[Pre-Chorus: Andrew Taggart]\nI know it breaks your heart\nMoved to the city in a broke-down car\nAnd four years, no calls\nNow you're lookin' pretty in a hotel bar\nAnd I-I-I can't stop\nNo, I-I-I can't stop\n\n[Chorus: Andrew Taggart]\nSo, baby, pull me closer\nIn the backseat of your Rover\nThat I know you can't afford\nBite that tattoo on your shoulder\nPull the sheets right off the corner\nOf the mattress that you stole\nFrom your roommate back in Boulder\nWe ain't ever getting older\n[Post-Chorus: Andrew Taggart]\nWe ain't ever getting older\nWe ain't ever getting older\n\n[Verse 2: Halsey]\nYou look as good as the day I met you\nI forget just why I left you, I was insane\nStay and play that blink-182 song\nThat we beat to death in Tucson, okay\n\n[Pre-Chorus: Halsey]\nI know it breaks your heart\nMoved to the city in a broke-down car\nAnd four years, no call\nNow I'm lookin' pretty in a hotel bar\nAnd I-I-I can't stop\nNo, I-I-I can't stop\n\n[Chorus: Andrew Taggart & Halsey]\nSo, baby, pull me closer\nIn the backseat of your Rover\nThat I know you can't afford\nBite that tattoo on your shoulder\nPull the sheets right off the corner\nOf the mattress that you stole\nFrom your roommate back in Boulder\nWe ain't ever getting older\n[Post-Chorus: Andrew Taggart & Halsey]\nWe ain't ever getting older\nWe ain't ever getting older\n\n[Chorus: Andrew Taggart]\nSo, baby, pull me closer\nIn the backseat of your Rover\nThat I know you can't afford\nBite that tattoo on your shoulder\nPull the sheets right off the corner\nOf the mattress that you stole\nFrom your roommate back in Boulder\nWe ain't ever getting older\n\n[Post-Chorus: Andrew Taggart & Halsey]\nWe ain't ever getting older\n(No, we ain't ever getting older)\nWe ain't ever getting older\n(No, we ain't ever getting older)\nWe ain't ever getting older\n(We ain't ever getting older)\nWe ain't ever getting older\n(No, we ain't ever getting older)\n(We ain't ever getting older)\n(No, we ain't ever getting older)""}"
Maroon 5,Hands All Over (Deluxe),Misery,6KBYk8OFtod7brGuZ3Y67q,0.704,0.81,4,-4.874,0.0425,0.000315,0.0,0.216,0.726,102.98,216200,4,Energy,"{'title': 'Maroon 5 – Misery Lyrics', 'lyrics': ""[Intro]\nOh yeah\nOh yeah\n\n[Verse 1]\nSo scared of breaking it that you won't let it bend\nAnd I wrote two hundred letters I will never send\nSometimes these cuts are so much deeper than they seem\nYou'd rather cover up, I'd rather let them bleed\nSo let me be, and I'll set you free (Oh yeah)\n\n[Chorus]\nI am in misery\nThere ain't nobody who can comfort me (Oh yeah)\nWhy won't you answer me?\nThe silence is slowly killing me, oh yeah\n\n[Post-Chorus]\nGirl, you really got me bad\nYou really got me bad\nNow I'm gonna get you back\nI'm gonna get you back\n\n[Verse 2]\nYour salty skin and how it mixes in with mine\nThe way it feels to be completely intertwined\nNot that I didn't care, it's that I didn't know\nIt's not what I didn't feel, it's what I didn't show\nSo let me be, and I'll set you free\n[Chorus]\nI am in misery\nThere ain't nobody who can comfort me (Oh yeah)\nWhy won't you answer me?\nThe silence is slowly killing me (Oh yeah)\n\n[Post-Chorus]\nGirl, you really got me bad\nYou really got me bad\nNow I'm gonna get you back\nI'm gonna get you back, yeah\n\n[Bridge]\nYou say your faith is shaken, and you may be mistaken\nYou keep me wide awake and waiting for the sun\nI'm desperate and confused, so far away from you\nI'm getting there, I don't care where I have to roam\n\n[Refrain]\nWhy do you do what you do to me? Yeah\nWhy won't you answer me, answer me? Yeah\nWhy do you do what you do to me? Yeah\nWhy won't you answer me, answer me? Yeah\n\n[Chorus]\nI am in misery\nThere ain't nobody who can comfort me (Oh yeah)\nWhy won't you answer me?\nThe silence is slowly killing me (Oh yeah)\n[Post-Chorus]\nGirl, you really got me bad\nYou really got me bad\nNow I'm gonna get you back\nI'm gonna get you back\n\n[Outro]\nGirl, you really got me bad\nYou really got me bad\nNow I'm gonna get you back\nI'm gonna get you back\nGirl, you really got me bad\nYou really got me bad\nNow I'm gonna get you back\nI'm gonna get you back\nGirl, you really got me bad\nYou really got me bad\nNow I'm gonna get you back\nI'm gonna get you back""}"
